id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI0000175,Iván,Rodríguez Muñoz,CC,1181597724,1993-07-29,2024-02-28,ESTANDAR,627.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000176,Cristian,Vargas Vargas,CC,703346775,1978-03-20,2024-02-13,BASICO,404.0,Facatativá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000177,Cristian,Rivera Restrepo,NIT,19472935,1991-09-02,2024-04-15,ESTANDAR,424.0,Zipaquirá,Cundinamarca,INACTIVO,FUERZA_VENTAS
CLI0000178,Diego,Martínez Ruiz,CE,500726147,1975-04-16,2024-08-21,ESTANDAR,645.0,,Antioquia,ACTIVO,
CLI0000179,Óscar,Sánchez Rivera,CC,360026322,2002-02-20,2024-06-24,BASICO,381.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0000180,Alejandro,Rodríguez Herrera,CE,424448301,1999-06-21,2024-09-17,ESTANDAR,648.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000181,Héctor,Sánchez Gómez,CE,364550434,1962-03-10,2024-05-11,BASICO,300.0,Pitalito,Huila,ACTIVO,CORRESPONSAL
CLI0000182,Natalia,Ortiz López,CC,766316821,1994-03-17,2024-03-25,BASICO,309.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0000183,Diego,Rodríguez Rivera,CC,162909672,1987-07-16,2024-04-23,PREMIUM,653.0,Medellín,Antioquia,BLOQUEADO,PORTAL_WEB
CLI0000184,Luisa,Martínez Pérez,CC,152931649,1995-07-09,2024-05-01,BASICO,300.0,Montería,Córdoba,BLOQUEADO,APP_MOVIL
CLI0000185,Daniela,Jiménez Muñoz,CC,533594061,1995-07-28,2024-09-25,PREMIUM,703.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000186,Sandra,Ramírez Jiménez,CC,961436342,1967-03-21,2024-06-20,BASICO,334.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000187,Héctor,Sánchez Herrera,CE,829792728,1997-11-26,2024-01-29,PREMIUM,660.0,Magangué,Bolívar,ACTIVO,REFERIDO
CLI0000188,Mauricio,Salcedo González,CC,744711288,1983-11-01,2024-04-14,ESTANDAR,467.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000189,Camila,Herrera Ospina,CC,894058508,1962-03-19,2024-05-29,BASICO,467.0,Itagüí,Antioquia,ACTIVO,REFERIDO
CLI0000190,Alejandro,Salcedo Medina,CC,774032681,1980-04-26,2024-07-16,ESTANDAR,573.0,Girón,Santander,ACTIVO,APP_MOVIL
CLI0000191,Ricardo,Medina Nieto,CC,225252471,1988-10-01,2024-06-25,PREMIUM,755.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0000192,Sandra,Sánchez Ruiz,CC,135614152,1978-07-29,2024-05-14,ESTANDAR,523.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000193,Andrés,Sánchez Ramírez,CC,1087892304,1976-12-30,2024-08-22,ESTANDAR,557.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000194,Jorge,Díaz Ruiz,PP,1188430923,1969-08-18,2024-09-22,BASICO,413.0,Acacías,Meta,ACTIVO,REFERIDO
CLI0000195,Diego,Sánchez Flores,CC,297469332,2000-02-12,2024-04-28,ESTANDAR,479.0,Cartagena,Bolívar,BLOQUEADO,PORTAL_WEB
CLI0000196,Juan,Castillo Pérez,CC,611548354,2001-04-21,2024-04-08,BASICO,433.0,Girón,Santander,ACTIVO,CORRESPONSAL
CLI0000197,Luisa,Nieto Herrera,CC,134734398,1974-03-21,2024-07-12,BASICO,300.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000198,Cristian,Rodríguez García,CC,36457591,1964-10-25,2024-03-05,ESTANDAR,526.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0000199,Mauricio,Muñoz López,CC,1085645984,1989-01-07,2024-06-11,BASICO,481.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0000200,Melissa,Muñoz Medina,CC,577907162,1988-05-18,2024-02-21,ESTANDAR,464.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000201,Melissa,Castillo Díaz,CC,761589143,1975-02-22,2024-06-25,BASICO,300.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000202,Paola,Rodríguez Cardona,CC,276072481,1997-03-08,2024-06-22,ESTANDAR,377.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000203,Diego,Flores Salcedo,NIT,616032379,1999-10-21,2024-06-08,PREMIUM,689.0,Magangué,Bolívar,ACTIVO,FUERZA_VENTAS
CLI0000204,Juan,Cardona Rodríguez,CC,740455624,1970-01-01,2024-12-21,ESTANDAR,594.0,Pasto,Nariño,ACTIVO,REFERIDO
CLI0000205,Juan,Vargas Medina,CC,658246361,1991-10-23,2024-09-16,ESTANDAR,396.0,Facatativá,Cundinamarca,INACTIVO,CORRESPONSAL
CLI0000206,Daniela,Arango Vargas,CC,883634151,2001-09-16,2024-03-04,BASICO,367.0,,Antioquia,ACTIVO,APP_MOVIL
CLI0000207,Mauricio,Martínez Vásquez,PP,655354266,1970-05-24,2024-08-03,PREMIUM,707.0,Magangué,Bolívar,ACTIVO,CORRESPONSAL
CLI0000208,Andrés,Torres Vargas,CE,880214679,1973-05-02,2024-01-27,ESTANDAR,554.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0000209,Cristian,Medina Torres,CC,178550371,1970-10-23,2024-08-26,BASICO,,Pitalito,Huila,ACTIVO,APP_MOVIL
CLI0000210,Natalia,Torres Torres,CC,825620100,1966-01-04,2024-03-17,ESTANDAR,531.0,Soacha,Cundinamarca,ACTIVO,
CLI0000211,Camila,Morales Gómez,CC,974260040,1977-10-09,2024-01-06,BASICO,439.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000212,Felipe,Martínez Restrepo,NIT,36499896,1982-02-24,2024-10-03,ESTANDAR,441.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000213,Mauricio,Gómez Rodríguez,CC,1152212385,1993-11-12,2024-07-02,PREMIUM,,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000214,Laura,Flores García,PP,580960218,1968-03-04,2024-01-06,ESTANDAR,645.0,Acacías,Meta,ACTIVO,APP_MOVIL
CLI0000215,Ana,Castillo Jiménez,NIT,879100923,2000-08-26,2024-12-26,ESTANDAR,497.0,Facatativá,Cundinamarca,BLOQUEADO,APP_MOVIL
CLI0000216,Sergio,Cardona Cardona,CC,473968467,1991-03-22,2024-11-10,ESTANDAR,595.0,Itagüí,Antioquia,BLOQUEADO,APP_MOVIL
CLI0000217,Valentina,Herrera Pérez,CC,453532047,1961-05-02,2024-05-27,BASICO,362.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000218,María,Ruiz Ramírez,CE,264458677,1979-10-16,2024-06-19,BASICO,320.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0000219,Ana,Torres Ospina,NIT,731773199,1965-04-30,2024-12-14,ESTANDAR,554.0,Itagüí,Antioquia,ACTIVO,CORRESPONSAL
CLI0000220,Andrés,Restrepo Pérez,CC,26808432,1974-09-08,2024-07-11,ESTANDAR,525.0,Villavicencio,Meta,INACTIVO,APP_MOVIL
CLI0000221,Ana,Torres Pérez,CC,507664549,1964-08-27,2024-10-04,BASICO,404.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000222,Daniela,Nieto Rivera,CC,1114946148,1985-12-25,2024-01-10,BASICO,412.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000223,Patricia,López Restrepo,CC,919568387,1992-11-19,2024-09-25,PREMIUM,765.0,Bucaramanga,Santander,INACTIVO,APP_MOVIL
CLI0000224,Andrés,Rodríguez Vásquez,CC,926522469,1979-02-26,2024-10-08,BASICO,342.0,Villavicencio,Meta,ACTIVO,PORTAL_WEB
CLI0000225,Sergio,Herrera Ramírez,CC,1022070944,1971-11-12,2024-12-24,BASICO,472.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000226,María,Jiménez Medina,CC,316273052,1999-06-03,2024-06-04,BASICO,403.0,Ipiales,Nariño,ACTIVO,APP_MOVIL
CLI0000227,Miguel,García Restrepo,NIT,698138361,1977-10-10,2024-06-25,BASICO,587.0,Palmira,Valle,ACTIVO,
CLI0000228,Andrés,Salcedo Arango,CC,147071403,1969-10-01,2024-10-26,ESTANDAR,542.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000229,Juan,Martínez Díaz,CC,485808306,1995-01-31,2024-01-05,ESTANDAR,544.0,,Valle,INACTIVO,APP_MOVIL
CLI0000230,Alejandro,González Ortiz,PP,133940277,1965-03-09,2024-08-03,ESTANDAR,490.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000231,Juan,Díaz Arango,CC,398196537,1999-08-30,2024-12-03,BASICO,300.0,Envigado,Antioquia,ACTIVO,
CLI0000232,Mauricio,Martínez Ruiz,CC,56114084,1983-09-11,2024-11-24,BASICO,438.0,Soacha,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000233,Héctor,Cardona Flores,CC,1044579834,2000-11-04,2024-11-21,PREMIUM,690.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000234,Cristian,Ramírez Flores,CC,300929459,1983-05-14,2024-04-03,BASICO,300.0,Itagüí,Antioquia,ACTIVO,CORRESPONSAL
CLI0000235,Luisa,Salcedo Salcedo,CC,954470422,1972-06-18,2024-08-03,ELITE,776.0,Bello,Antioquia,ACTIVO,CORRESPONSAL
CLI0000236,Juan,Ortiz Gómez,CC,106359686,1979-09-17,2024-01-07,ESTANDAR,551.0,Acacías,Meta,ACTIVO,REFERIDO
CLI0000237,María,Rodríguez Martínez,CC,195339769,1979-03-11,2024-10-03,PREMIUM,612.0,,Valle,ACTIVO,REFERIDO
CLI0000238,Cristian,Martínez Medina,CC,109088371,1998-07-28,2024-05-04,ESTANDAR,476.0,Zipaquirá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000239,Cristian,Rodríguez Martínez,CC,876893421,1985-03-25,2024-08-11,BASICO,439.0,Barranquilla,Atlántico,ACTIVO,CORRESPONSAL
CLI0000240,Alejandro,Martínez Flores,CC,676622511,1992-07-12,2024-03-18,ESTANDAR,632.0,Neiva,Huila,ACTIVO,
CLI0000241,Héctor,Rivera González,CC,130418455,1995-07-18,2024-01-29,BASICO,384.0,Villavicencio,Meta,ACTIVO,PORTAL_WEB
CLI0000242,Jorge,Ramírez Morales,CC,155554410,2000-12-23,2024-01-25,ESTANDAR,622.0,Zipaquirá,Cundinamarca,ACTIVO,
CLI0000243,Héctor,Jiménez Martínez,CE,830816599,1966-09-03,2024-05-17,PREMIUM,722.0,Cali,Valle,ACTIVO,
CLI0000244,Juan,García Ortiz,CC,1188687517,1967-04-29,2024-09-12,ESTANDAR,515.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000245,Alejandro,Castillo Restrepo,CC,517230601,1998-03-13,2024-01-21,PREMIUM,478.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0000246,Miguel,Martínez Muñoz,CC,1103169002,1966-06-15,2024-07-28,BASICO,509.0,Villavicencio,Meta,ACTIVO,REFERIDO
CLI0000247,Cristian,Flores Gómez,CC,308514940,1975-01-16,2024-07-09,ESTANDAR,650.0,Itagüí,Antioquia,ACTIVO,PORTAL_WEB
CLI0000248,Cristian,Herrera González,CC,145091055,1965-10-02,2024-06-14,PREMIUM,575.0,Palmira,Valle,ACTIVO,FUERZA_VENTAS
CLI0000249,Felipe,Gómez Cardona,CC,437453232,1974-06-05,2024-09-30,BASICO,518.0,,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000250,Luisa,Sánchez Restrepo,CC,566746033,1968-02-24,2024-07-03,ESTANDAR,602.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000251,Ricardo,Vásquez Salcedo,CC,1169762591,1992-02-02,2024-04-18,BASICO,525.0,Tuluá,Valle,ACTIVO,REFERIDO
CLI0000252,Laura,Gómez López,CC,903852425,1970-03-06,2024-12-23,BASICO,463.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000253,Ana,Gómez Rodríguez,CC,995555444,1964-07-23,2024-01-26,ESTANDAR,553.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0000254,Daniela,Vásquez Gómez,PP,200863295,2001-02-24,2024-01-22,ESTANDAR,639.0,Barranquilla,Atlántico,ACTIVO,REFERIDO
CLI0000255,María,Gómez Ruiz,CC,749500069,1984-07-30,2024-01-22,ESTANDAR,498.0,Envigado,Antioquia,ACTIVO,CORRESPONSAL
CLI0000256,Luisa,Torres Cardona,CE,637605738,2000-09-15,2024-07-15,ESTANDAR,,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0000257,Héctor,Arango Ruiz,CC,875287336,1969-07-14,2024-01-06,PREMIUM,808.0,Cali,Valle,ACTIVO,CORRESPONSAL
CLI0000258,Valentina,Pérez González,NIT,454326416,1971-05-21,2024-05-14,BASICO,408.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000259,Miguel,Ospina Ospina,CC,1108948879,1974-07-19,2024-01-14,BASICO,,Bogotá,Cundinamarca,INACTIVO,REFERIDO
CLI0000260,Yolanda,Castillo Díaz,CC,817448043,2001-07-22,2024-12-03,PREMIUM,745.0,Facatativá,Cundinamarca,ACTIVO,
CLI0000261,Daniela,Arango Díaz,CC,1125104642,1981-05-21,2024-10-30,BASICO,367.0,Neiva,Huila,ACTIVO,REFERIDO
CLI0000262,Juan,Rivera González,CC,1098475563,1965-02-19,2024-04-03,BASICO,300.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0000263,Natalia,González Arango,CE,1096986054,1994-10-01,2024-05-14,ESTANDAR,,Palmira,Valle,ACTIVO,REFERIDO
CLI0000264,Cristian,Salcedo Ruiz,CC,180515556,1987-06-27,2024-07-07,BASICO,545.0,Palmira,Valle,ACTIVO,REFERIDO
CLI0000265,María,Nieto Herrera,CC,1125972115,1960-01-01,2024-06-08,BASICO,399.0,Bello,Antioquia,ACTIVO,REFERIDO
CLI0000266,Yolanda,García Ramírez,CC,322242282,1992-08-10,2024-12-13,BASICO,498.0,Buenaventura,Valle,ACTIVO,REFERIDO
CLI0000267,Laura,Medina Rodríguez,CC,789445149,1992-02-10,2024-03-31,ESTANDAR,525.0,Barranquilla,Atlántico,BLOQUEADO,APP_MOVIL
CLI0000268,Miguel,Ramírez Vásquez,CE,1115607480,1992-04-17,2024-06-23,ESTANDAR,413.0,,Valle,INACTIVO,APP_MOVIL
CLI0000269,Mauricio,Herrera Muñoz,CC,407887479,1975-04-07,2024-01-29,BASICO,394.0,Cartagena,Bolívar,ACTIVO,REFERIDO
CLI0000270,Juliana,Ortiz Salcedo,CC,450571869,1998-05-28,2024-10-12,BASICO,330.0,Floridablanca,Santander,INACTIVO,
CLI0000271,Alejandro,García López,CC,181547007,1995-12-21,2024-09-01,ESTANDAR,546.0,Bello,Antioquia,ACTIVO,CORRESPONSAL
CLI0000272,Miguel,Martínez Torres,CC,366709589,1998-02-15,2024-12-03,ESTANDAR,581.0,Bello,Antioquia,ACTIVO,PORTAL_WEB
CLI0000273,Daniela,Salcedo Salcedo,CC,689743697,1975-02-03,2024-11-17,ELITE,934.0,Pasto,Nariño,ACTIVO,APP_MOVIL
CLI0000274,Juan,Castillo Romero,CC,230016704,1970-05-18,2024-12-29,ESTANDAR,564.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000275,Yolanda,Ruiz Torres,CC,995908265,1976-03-29,2024-03-13,ESTANDAR,543.0,Cartagena,Bolívar,ACTIVO,CORRESPONSAL
CLI0000276,Ana,Ospina Morales,CC,896049913,1967-04-22,2024-11-05,ELITE,837.0,Tuluá,Valle,INACTIVO,APP_MOVIL
CLI0000277,Diego,Salcedo Morales,CC,228000851,1964-07-21,2024-10-06,PREMIUM,692.0,Palmira,Valle,ACTIVO,PORTAL_WEB
CLI0000278,Daniela,Herrera Torres,CC,484387336,1991-10-13,2024-07-29,ESTANDAR,615.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0000279,Héctor,Ruiz Cardona,CC,112792853,1995-03-02,2024-09-11,BASICO,345.0,,Antioquia,ACTIVO,CORRESPONSAL
CLI0000280,Andrés,Arango Morales,CE,463755970,1991-12-02,2024-09-02,BASICO,407.0,Facatativá,Cundinamarca,BLOQUEADO,
CLI0000281,Carlos,Cardona Vásquez,CC,39486903,1995-03-31,2024-07-17,BASICO,453.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000282,Ricardo,Díaz Ospina,CC,1166673267,1981-10-31,2024-11-22,BASICO,358.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000283,Laura,Jiménez Castillo,CC,1107913768,1969-09-25,2024-05-01,ELITE,821.0,Magangué,Bolívar,ACTIVO,REFERIDO
CLI0000284,Andrés,Morales Vargas,CC,1072556944,1970-12-09,2024-09-28,PREMIUM,709.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0000285,Natalia,Ramírez Ortiz,CC,1187902392,1971-09-12,2024-08-05,BASICO,,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000286,Sandra,Pérez Restrepo,CC,601460756,1997-01-07,2024-05-11,PREMIUM,581.0,Bucaramanga,Santander,ACTIVO,CORRESPONSAL
CLI0000287,Óscar,Vargas Vásquez,CC,684833600,1963-06-22,2024-07-26,PREMIUM,811.0,Cartagena,Bolívar,ACTIVO,PORTAL_WEB
CLI0000288,Laura,Herrera Martínez,CE,981522868,1985-04-05,2024-04-25,BASICO,494.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000289,Juliana,Díaz Castillo,CC,637959726,1966-08-18,2024-01-18,PREMIUM,608.0,Tumaco,Nariño,ACTIVO,APP_MOVIL
CLI0000290,Ana,Vásquez Ortiz,NIT,651610267,1969-06-25,2024-05-08,BASICO,414.0,Cali,Valle,ACTIVO,PORTAL_WEB
CLI0000291,Yolanda,Vargas Romero,CC,645434781,1991-10-24,2024-03-22,PREMIUM,663.0,Soacha,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000292,Jorge,Ramírez Díaz,CC,401248094,1986-03-06,2024-01-23,ESTANDAR,483.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0000293,Cristian,Medina Castillo,CC,922218296,1997-07-20,2024-03-17,BASICO,368.0,Bogotá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000294,Yolanda,Nieto Salcedo,CC,889498808,1989-01-08,2024-09-05,BASICO,344.0,Facatativá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000295,Natalia,Gómez Vásquez,CC,1144371753,1969-07-18,2024-11-10,ESTANDAR,,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0000296,Héctor,Ramírez Gómez,CC,259218464,1968-03-05,2024-10-15,ESTANDAR,469.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000297,Valentina,Jiménez Flores,CC,1128058360,1976-03-09,2024-08-16,ESTANDAR,514.0,Girón,Santander,ACTIVO,REFERIDO
CLI0000298,Sergio,Vargas López,CC,1003544515,1979-09-09,2024-12-24,ESTANDAR,595.0,Barranquilla,Atlántico,ACTIVO,REFERIDO
CLI0000299,Carlos,García Jiménez,CC,306962329,1969-08-26,2024-01-14,ESTANDAR,396.0,Montería,Córdoba,ACTIVO,APP_MOVIL
CLI0000300,Carlos,Flores Castillo,CC,568770673,1982-10-01,2024-07-15,BASICO,300.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000301,Óscar,Nieto Ruiz,CC,745015685,1977-02-09,2024-02-09,BASICO,390.0,Pitalito,Huila,BLOQUEADO,APP_MOVIL
CLI0000302,Mauricio,Herrera Salcedo,CC,518758370,1968-10-09,2024-11-13,ESTANDAR,541.0,Villavicencio,Meta,ACTIVO,REFERIDO
CLI0000303,Mauricio,Ortiz Muñoz,CC,187529178,1985-06-30,2024-01-22,PREMIUM,,Pitalito,Huila,ACTIVO,REFERIDO
CLI0000304,Patricia,Restrepo Nieto,CC,201644362,1970-07-01,2024-04-03,BASICO,334.0,Zipaquirá,Cundinamarca,ACTIVO,
CLI0000305,Daniela,Vargas Ruiz,CC,680131296,1989-05-30,2024-05-30,BASICO,313.0,Buenaventura,Valle,INACTIVO,CORRESPONSAL
CLI0000306,Juan,González Nieto,CC,979702371,1973-10-29,2024-09-17,BASICO,409.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0000307,Sandra,Salcedo González,CC,233580942,1973-12-13,2024-07-16,ELITE,799.0,Medellín,Antioquia,INACTIVO,REFERIDO
CLI0000308,Juliana,Nieto Salcedo,CC,129906209,1989-08-09,2024-02-27,BASICO,346.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0000309,Daniela,Pérez Díaz,CC,320909433,1972-03-10,2024-02-28,BASICO,357.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000310,Paola,Romero Ospina,CC,341078410,1989-03-29,2024-09-16,ESTANDAR,549.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0000311,Ricardo,Romero Restrepo,CE,176861619,1962-08-11,2024-12-18,BASICO,300.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0000312,Héctor,Martínez Romero,CC,996773157,1995-06-18,2024-08-27,BASICO,469.0,Bello,Antioquia,ACTIVO,CORRESPONSAL
CLI0000313,Daniela,Gómez Gómez,CC,387771178,1993-04-20,2024-08-28,BASICO,501.0,Soacha,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000314,Daniela,Flores Herrera,CC,289259995,1997-09-06,2024-09-16,ELITE,706.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0000315,Andrés,García Romero,CC,568255396,1973-07-05,2024-05-31,BASICO,556.0,Cali,Valle,ACTIVO,APP_MOVIL
CLI0000316,Claudia,García Flores,CC,229328902,1966-06-11,2024-12-26,ESTANDAR,712.0,,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000317,Héctor,Flores Díaz,CE,949168426,1979-03-28,2024-05-22,ELITE,737.0,Floridablanca,Santander,INACTIVO,APP_MOVIL
CLI0000318,Paola,González Cardona,CC,284244947,1961-02-05,2024-10-13,ESTANDAR,514.0,Cali,Valle,ACTIVO,APP_MOVIL
CLI0000319,Juliana,Pérez González,CC,880636148,1973-09-27,2024-05-16,ESTANDAR,488.0,Ipiales,Nariño,ACTIVO,FUERZA_VENTAS
CLI0000320,Óscar,García Romero,CC,930043050,1991-02-11,2024-02-05,PREMIUM,662.0,Floridablanca,Santander,ACTIVO,APP_MOVIL
CLI0000321,Claudia,Sánchez Herrera,CC,549800872,1973-01-03,2024-10-12,PREMIUM,778.0,Buenaventura,Valle,INACTIVO,PORTAL_WEB
CLI0000322,Iván,Ramírez Martínez,CC,746479865,1996-07-24,2024-05-22,ESTANDAR,582.0,Montería,Córdoba,ACTIVO,FUERZA_VENTAS
CLI0000323,María,Vásquez Ruiz,CC,404454444,1962-05-01,2024-12-17,PREMIUM,692.0,Soacha,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000324,Melissa,Medina Romero,CC,917293725,1970-12-21,2024-05-17,ESTANDAR,650.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000325,María,Pérez Vásquez,CC,239678967,1999-07-01,2024-05-01,BASICO,513.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000326,Claudia,Torres Ortiz,CC,689715885,1978-05-09,2024-03-26,BASICO,374.0,Neiva,Huila,ACTIVO,CORRESPONSAL
CLI0000327,Juan,Rodríguez Torres,CC,994139537,1960-09-09,2024-04-21,BASICO,566.0,Envigado,Antioquia,ACTIVO,CORRESPONSAL
CLI0000328,Carlos,Ospina López,CC,584588864,1967-11-26,2024-05-03,ESTANDAR,449.0,,Bolívar,ACTIVO,APP_MOVIL
CLI0000329,Iván,González Rodríguez,CC,860759920,1980-01-12,2024-04-24,ELITE,727.0,Montería,Córdoba,ACTIVO,APP_MOVIL
CLI0000330,Mauricio,Pérez Ortiz,PP,578816781,1963-04-18,2024-10-20,ELITE,,,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000331,Héctor,Ramírez Ospina,CC,594900675,1990-01-03,2024-01-02,ESTANDAR,,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0000332,Andrés,Romero García,CC,588987926,1997-02-26,2024-02-22,BASICO,346.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0000333,Ricardo,Gómez Flores,CE,1108059523,1984-11-21,2024-02-04,BASICO,444.0,Palmira,Valle,ACTIVO,FUERZA_VENTAS
CLI0000334,María,Romero Rivera,CC,950872079,1960-02-26,2024-03-26,BASICO,310.0,Medellín,Antioquia,ACTIVO,APP_MOVIL
CLI0000335,Carlos,Cardona Torres,CC,50116140,1975-04-04,2024-08-11,BASICO,368.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0000336,Felipe,Medina Pérez,CC,532826573,2002-03-13,2024-09-04,BASICO,389.0,Girón,Santander,ACTIVO,APP_MOVIL
CLI0000337,Iván,Ortiz Flores,CE,1135956709,1965-09-12,2024-06-13,BASICO,454.0,,Cundinamarca,INACTIVO,APP_MOVIL
CLI0000338,Mauricio,Muñoz Flores,PP,572362477,1997-12-05,2024-07-22,BASICO,478.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000339,Miguel,Torres Castillo,CC,15295300,1961-08-08,2024-04-10,BASICO,343.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0000340,Yolanda,Gómez Rivera,CC,1142335209,1996-02-16,2024-05-03,BASICO,334.0,Medellín,Antioquia,INACTIVO,
CLI0000341,Melissa,Jiménez Castillo,CC,1145427391,1990-07-12,2024-07-27,PREMIUM,793.0,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0000342,Carlos,Romero González,CC,511055346,1964-05-29,2024-02-04,BASICO,403.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000343,Alejandro,Morales Gómez,CC,167423993,1984-11-24,2024-07-18,ESTANDAR,664.0,Malambo,Atlántico,INACTIVO,
CLI0000344,Claudia,Rodríguez Sánchez,CC,391600976,1997-06-07,2024-12-31,ESTANDAR,599.0,Bogotá,Cundinamarca,INACTIVO,FUERZA_VENTAS
CLI0000345,Paola,Gómez Muñoz,CC,131125326,1993-10-18,2024-08-13,BASICO,472.0,Medellín,Antioquia,ACTIVO,APP_MOVIL
CLI0000346,Miguel,Salcedo Jiménez,CE,1065997180,1990-06-06,2024-02-21,ESTANDAR,619.0,Envigado,Antioquia,ACTIVO,FUERZA_VENTAS
CLI0000347,Paola,Rivera Rivera,CE,970066473,1989-10-22,2024-01-10,BASICO,531.0,,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000348,Natalia,Vásquez Ospina,CC,1060191631,1976-02-01,2024-02-27,BASICO,396.0,Cartagena,Bolívar,ACTIVO,
CLI0000349,Jorge,Rivera Castillo,CC,677113375,1998-06-20,2024-01-15,BASICO,300.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
